,sentence,label
1125,one of the most significant moviegoing pleasures of the year . ,1
6015,"as a movie , it never seems fresh and vital . it never plays as dramatic even when dramatic things happen to people . it labours as storytelling . ",0
2672,has its share of arresting images . ,1
1388,"'frailty "" starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme . ",1
10260,what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows . ,0
8373,"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect . ",0
10384,"the first question to ask about bad company is why anthony hopkins is in it . we assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . ",0
4841,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time . ",1
1185,"fun , flip and terribly hip bit of cinematic entertainment . ",1
6643,"it's a pedestrian , flat drama that screams out 'amateur' in almost every frame . ",0
7968,cho's fans are sure to be entertained ; it's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i'm not one of them . ,0
1379,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . ",1
5376,"stinks from start to finish , like a wet burlap sack of gloom . ",0
5961,"as if drop dead gorgeous wasn't enough , this equally derisive clunker is fixated on the spectacle of small-town competition . ",0
8581,"sc2 is an autopilot hollywood concoction lacking in imagination and authentic christmas spirit , yet it's geared toward an audience full of masters of both . ",0
9731,"for every articulate player , such as skateboarder tony hawk or bmx rider mat hoffman , are about a half dozen young turks angling to see how many times they can work the words "" radical "" or "" suck "" into a sentence . ",0
3322,"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal . ",1
5648,"brown's saga , like many before his , makes for snappy prose but a stumblebum of a movie . ",0
10222,a great script brought down by lousy direction . same guy with both hats . big mistake . ,0
3224,"with dickens' words and writer-director douglas mcgrath's even-toned direction , a ripping good yarn is told . ",1
6673,"as violent , profane and exploitative as the most offensive action flick you've ever seen . ",0
5125,"first and foremost . . . the reason to go see "" blue crush "" is the phenomenal , water-born cinematography by david hennings . ",1
4909,"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful . ",1
58,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here . ,1
7787,borrows from so many literary and cinematic sources that this future world feels absolutely deja vu . ,0
4127,"it's definitely an improvement on the first blade , since it doesn't take itself so deadly seriously . ",1
7436,"a mawkish , implausible platonic romance that makes chaplin's city lights seem dispassionate by comparison . ",0
6822,bottom-rung new jack city wannabe . ,0
7944,"so faithful to the doldrums of the not-quite-urban , not-quite-suburban milieu as to have viewers recoiling from the reality check . ",0
7802,"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he'd have them mate . ",0
5129,"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones . ",1
683,"it is risky , intelligent , romantic and rapturous from start to finish . ",1
132,"merely as a technical , logistical feat , russian ark marks a cinematic milestone . ",1
8019,the cumulative effect of the relentless horror on parade numbs the movie's power as a work of drama . ,0
9617,the plan to make enough into ‘an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong . ,0
5822,there's more repetition than creativity throughout the movie . ,0
2501,"in the long , dishonorable history of quickie teen-pop exploitation , like mike stands out for its only partly synthetic decency . ",1
3933,the rare movie that's as crisp and to the point as the novel on which it's based . ,1
876,sits uneasily as a horror picture . . . but finds surprising depth in its look at the binds of a small family . ,1
5593,"though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we've seen before . ",0
8020,"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through . ",0
2989,"mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances . ",1
8067,"this film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience . ",0
3102,it's rare for any movie to be as subtle and touching as the son's room . ,1
3714,"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms . . . is a nonstop hoot . ",1
695,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling . ",1
4848,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks . ",1
2571,a truly wonderful tale combined with stunning animation . ,1
10215,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man . ",0
6937,almost gags on its own gore . ,0
5212,a lovably old-school hollywood confection . ,1
8090,"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year . ",0
4766,the film will appeal to discovery channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses . ,1
8057,"after seeing swept away , i feel sorry for madonna . ",0
3046,greengrass ( working from don mullan's script ) forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation . ,1
1201,"a study in shades of gray , offering itself up in subtle plot maneuvers . . . ",1
2257,it's good to see michael caine whipping out the dirty words and punching people in the stomach again . ,1
7741,"plays like one of those conversations that comic book guy on "" the simpsons "" has . ",0
6091,"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . ",0
10101,a sustained fest of self-congratulation between actor and director that leaves scant place for the viewer . ,0
7397,"tadpole is emblematic of the witless ageism afflicting films : young is cool , and too young is too cool . ",0
8233, . . . too dull to enjoy . ,0
6028,rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories . ,0
1471,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor . ,1
7405,culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character . ,0
8326,"this is a good movie in spurts , but when it doesn't work , it's at important times . ",0
5799,labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public . ,0
9702,michele is a such a brainless flibbertigibbet that it's hard to take her spiritual quest at all seriously . ,0
4501,"if the plot seems a bit on the skinny side , that's because panic room is interested in nothing more than sucking you in…and making you sweat . ",1
6992,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,0
49,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today . ,1
4445,"in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters — damaged-goods people whose orbits will inevitably and dangerously collide . ",1
9668,a generic bloodbath that often becomes laughably unbearable when it isn't merely offensive . ,0
6122,works on the whodunit level as its larger themes get lost in the murk of its own making,0
7273,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0
1009,"a blessed gift to film geeks and historians . if the '70's were your idea of a good time at the movies , this will make you very happy . ",1
96,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography . ",1
2868,"the heart of the film is a touching reflection on aging , suffering and the prospect of death . ",1
1024,"whether [binoche and magimel] are being charming or angst-ridden , they easily fill their scenes and , fine judges both , never overcook the hysteria . ",1
9442,set in a 1986 harlem that doesn't look much like anywhere in new york . ,0
1005,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . ",1
7539,"a gimmick in search of a movie : how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned . ",0
2632,a haunting tale of murder and mayhem . ,1
5967,the talk-heavy film plays like one of robert altman's lesser works . ,0
5022,i have a new favorite musical -- and i'm not even a fan of the genre,1
8214,"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care . ",0
9773,all the characters are clinically depressed and have abandoned their slim hopes and dreams . ,0
5318,a tour de force of modern cinema . ,1
3932,"what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than "" bladerunner "" and one of the most high-concept sci fi adventures attempted for the screen . ",1
1770,"same song , second verse , coulda been better , but it coulda been worse . ",1
10232,supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment . ,0
1264,it seems like i have been waiting my whole life for this movie and now i can't wait for the sequel . ,1
6974,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,0
5906,"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart . ",0
7047,"the stripped-down approach does give the film a certain timeless quality , but the measured pace and lack of dramatic inflection can also seem tedious . ",0
6504,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on . ",0
512,"sure , it's more of the same , but as the film proves , that's not always a bad thing . ",1
1305," . . . with "" the bourne identity "" we return to the more traditional action genre . ",1
10521,the lead actors share no chemistry or engaging charisma . we don't even like their characters . ,0
8344,"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences . ",0
5601,not at all clear what it's trying to say and even if it were – i doubt it would be all that interesting . ,0
1694,"lookin' for sin , american-style ? try hell house , which documents the cautionary christian spook-a-rama of the same name . ",1
2077,a knowing sense of humor and a lot of warmth ignite son of the bride . ,1
8852," . . . the good and different idea [of middle-aged romance] is not handled well and , except for the fine star performances , there is little else to recommend "" never again . "" ",0
6891,… is an arthritic attempt at directing by callie khouri . i had to look away - this was god awful . ,0
5815,laggard drama wending its way to an uninspired philosophical epiphany . ,0
2519,beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly . ,1
5653,"since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche . ",0
4503,"the film becomes an overwhelming pleasure , and you find yourself rooting for gai's character to avoid the fate that has befallen every other carmen before her . ",1
1865,"elegant , mannered and teasing . ",1
5105,"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful . ",1
8003,"intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area . ",0
4949,the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson . . . ,1
4419,"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",1
1208,"thanks to scott's charismatic roger and eisenberg's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",1
10443,the only type of lives this glossy comedy-drama resembles are ones in formulaic mainstream movies . ,0
7533,"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her "" madness "" so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device . ",0
5474,"so genial is the conceit , this is one of those rare pictures that you root for throughout , dearly hoping that the rich promise of the script will be realized on the screen . it never is , not fully . ",0
2837,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame . ",1
8431,"the people in abc africa are treated as docile , mostly wordless ethnographic extras . ",0
5064,beautifully directed and convincingly acted . ,1
1788,a backstage must-see for true fans of comedy . ,1
1623,"too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than pink floyd tickets . ",1
32,"light , cute and forgettable . ",1
2777,"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary . ",1
9225,"whatever the movie's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . ",0
3083,a quiet family drama with a little bit of romance and a dose of darkness . ,1
7173,exactly what it claims to be -- a simple diversion for the kids . ,0
7947,"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that's sultry linda fiorentino doing the same thing . ",0
3728,"an exceptionally acted , quietly affecting cop drama . ",1
8217,"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written . . . in the thrall of a vicious hangover . ",0
8928,"fails to satisfactorily exploit its gender politics , genre thrills or inherent humor . ",0
5442,"in the telling of a story largely untold , bui chooses to produce something that is ultimately suspiciously familiar . ",0
4307,a small movie with a big heart . ,1
8004,sensitive though not quite revelatory documentary . ,0
2920,"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship . ",1
9251,brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes . ,0
1392,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ",1
4082,"there's nothing like love to give a movie a b-12 shot , and cq shimmers with it . ",1
2480,remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . ,1
4512,it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison . ,1
10066,"sheridan seems terrified of the book's irreverent energy , and scotches most of its élan , humor , bile , and irony . ",0
8208,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc . ",0
6478,as inept as big-screen remakes of the avengers and the wild wild west . ,0
3035,i had more fun watching spy than i had with most of the big summer movies . ,1
7558,"[director] byler may yet have a great movie in him , but charlotte sometimes is only half of one . ",0
3044,a film in a class with spike lee's masterful do the right thing . ,1
7115,"if you're a wwf fan , or you related to the people who watched the robots getting butchered in a . i . , you'll probably like rollerball . ",0
3539,"what i saw , i enjoyed . ",1
1964,"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys . ",1
7266,the only excitement comes when the credits finally roll and you get to leave the theater . ,0
8568,there is simply not enough of interest onscreen to sustain its seventy-minute running time . ,0
9909, . . . about as exciting to watch as two last-place basketball teams playing one another on the final day of the season . ,0
6085,"this tale has been told and retold ; the races and rackets change , but the song remains the same . ",0
9113,"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted needn't waste their time on it . ",0
10482,koepp's screenplay isn't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own . ,0
4006,"a deliberative account of a lifestyle characterized by its surface-obsession – one that typifies the delirium of post , pre , and extant stardom . ",1
6581,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original . ",0
5186,"as allen's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson . ",1
2106,fessenden's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy . ,1
2898,astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment . ,1
779," "" 13 conversations "" holds its goodwill close , but is relatively slow to come to the point . ",1
2922,"the production design , score and choreography are simply intoxicating . ",1
5395,mattei's underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp -- a drowsy drama infatuated by its own pretentious self-examination . ,0
4359,deliciously mean-spirited and wryly observant . ,1
377,go see it and enjoy . ,1
1993,an absorbing and unsettling psychological drama . ,1
8149,a well acted and well intentioned snoozer . ,0
4651,the action sequences are fun and reminiscent of combat scenes from the star wars series . ,1
9600,"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos hadn't blown them all up . ",0
1440,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1
6304,"full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure . ",0
6434,a dreary movie . ,0
10145,the niftiest trick perpetrated by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that . ,0
9438,"directed by kevin bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut . ",0
9714,"yes , spirited away is a triumph of imagination , but it's also a failure of storytelling . ",0
1609,"the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive . ",1
6494,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse . ,0
3361, . . . spellbinding fun and deliciously exploitative . ,1
1066,a deep and meaningful film . ,1
8203,"as it abruptly crosscuts among the five friends , it fails to lend the characters' individual stories enough dramatic resonance to make us care about them . ",0
1107,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . ",1
1573,"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still , myer's energy and the silliness of it all eventually prevail",1
4527,"it's sweet , funny , charming , and completely delightful . ",1
7608,"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work . ",0
5016,there's something to be said for a studio-produced film that never bothers to hand viewers a suitcase full of easy answers . ,1
5665,"hampered -- no , paralyzed -- by a self-indulgent script . . . that aims for poetry and ends up sounding like satire . ",0
7675,"scotland , pa . blurs the line between black comedy and black hole . ",0
3729,"sensual , funny and , in the end , very touching . ",1
6392,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin . ",0
9765,"a bizarre piece of work , with premise and dialogue at the level of kids' television and plot threads as morose as teen pregnancy , rape and suspected murder",0
1972,"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry . ",1
3337,the film is saved from aren't-kids-cute sentimentality by a warmth that isn't faked and a stately sense of composition . ,1
9849,a bad movie that happened to good actors . ,0
4913,"it was filled with shootings , beatings , and more cussing than you could shake a stick at . ",1
10461,an extraordinarily silly thriller . ,0
5187,jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers . ,1
8110,bad beyond belief and ridiculous beyond description . ,0
5041,"i prefer soderbergh's concentration on his two lovers over tarkovsky's mostly male , mostly patriarchal debating societies . ",1
8541,it drowns in sap . ,0
716,"hilarious , touching and wonderfully dyspeptic . ",1
8831," . . . while the humor aspects of 'jason x' were far more entertaining than i had expected , everything else about the film tanks . ",0
576,time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,1
10052,it goes on for too long and bogs down in a surfeit of characters and unnecessary subplots . ,0
4005,"by surrounding us with hyper-artificiality , haynes makes us see familiar issues , like racism and homophobia , in a fresh way . ",1
3815,has the capability of effecting change and inspiring hope . ,1
3962,"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates . ",1
1484,"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you . ",1
8065,"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years . ",0
5417,one can only assume that the jury who bestowed star hoffman's brother gordy with the waldo salt screenwriting award at 2002's sundance festival were honoring an attempt to do something different over actually pulling it off,0
2505," . . . a light , yet engrossing piece . lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject – taking us through a film that is part biography , part entertainment and part history . ",1
687,"this is a raw and disturbing tale that took five years to make , and the trio's absorbing narrative is a heart-wrenching showcase indeed . ",1
2230,arteta paints a picture of lives lived in a state of quiet desperation . ,1
2330,"even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . ",1
747,the perfect film for those who like sick comedies that can be snide . ,1
1766,"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . ",1
6642," . . . a bland , pretentious mess . ",0
7174,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ",0
9284,one sloughs one's way through the mire of this alleged psychological thriller in search of purpose or even a plot . ,0
1384,"open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny . ",1
8339,big fat liar is just futile silliness looking to tap into the kiddie sensibilities . ,0
5694,an extremely unpleasant film . ,0
187,those outside show business will enjoy a close look at people they don't really want to know . ,1
5403,so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along . ,0
5976,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention . ",0
1918,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . ",1
413, . . . a polished and relatively sincere piece of escapism . ,1
4757,"drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power . ",1
1281," "" the ring "" is pretty much an english-language copy of the film that inspired it , and it carries the same strengths and flaws . ",1
8560,"the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece . ",0
5782,"davis has energy , but she doesn't bother to make her heroine's book sound convincing , the gender-war ideas original , or the comic scenes fly . ",0
1676,cho's latest comic set isn't as sharp or as fresh as i'm the one that i want . . . but it's still damn funny stuff . ,1
2841,a movie that will wear you out and make you misty even when you don't want to be . ,1
2918,"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies . ",1
7774,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy . ",0
8909," . . . expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape . ",0
8570,"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient . ",0
5521,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative . ",0
7444,chao was chen kaige's assistant for years in china . he has not learnt that storytelling is what the movies are about . ,0
1061," . . . an otherwise intense , twist-and-turn thriller that certainly shouldn't hurt talented young gaghan's resume . ",1
2613,"a typically observant , carefully nuanced and intimate french coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it . ",1
227,all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . ,1
6786,"solaris is rigid and evasive in ways that soderbergh's best films , "" erin brockovich , "" "" out of sight "" and "" ocean's eleven , "" never were . ",0
5175,one of the funnier movies in town . ,1
2959,"what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors . ",1
605,director rob marshall went out gunning to make a great one . ,1
7441,"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes . ",0
4147,delivers roughly equal amounts of beautiful movement and inside information . ,1
1583,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . ",1
8470,i hate the feeling of having been slimed in the name of high art . ,0
5834,this is a fudged opportunity of gigantic proportions -- a lunar mission with no signs of life . ,0
4220,"for all the dolorous trim , secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers' sporadic dips into pop freudianism . ",1
6074,it's just not very smart . ,0
291,"as a director , mr . ratliff wisely rejects the temptation to make fun of his subjects . ",1
8008,i'd give real money to see the perpetrators of chicago torn apart by dingoes . ,0
10527,"it feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs . ",0
5305,"pull[s] off the rare trick of recreating not only the look of a certain era , but also the feel . ",1
4372,"full of detail about the man and his country , and is well worth seeing . ",1
9508,the truth about charlie is that it's a brazenly misguided project . ,0
2851,"brilliantly written and well-acted , yellow asphalt is an uncompromising film . ",1
9133,"hey everybody , wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped ? i didn't think so . ",0
1557,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1
9370,"the problem with the bread , my sweet is that it's far too sentimental . ",0
8858,a spooky yarn of demonic doings on the high seas that works better the less the brain is engaged . ,0
2772,"almost everyone growing up believes their family must look like "" the addams family "" to everyone looking in . . . "" my big fat greek wedding "" comes from the heart . . . ",1
130,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru . ",1
5600,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing . ,0
7842,"it smacks of purely commercial motivation , with no great love for the original . ",0
10309,"there's no disguising this as one of the worst films of the summer . or for the year , for that matter . ",0
3175,i loved the look of this film . ,1
8562,"kitschy , flashy , overlong soap opera . ",0
9578,"adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design . ",0
6134,"the film wasn't preachy , but it was feminism by the book . ",0
4935,quietly engaging . ,1
1089,"writer/director joe carnahan's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1
7892,"apparently kissing leads to suicide attempts and tragic deaths . marisa tomei is good , but just a kiss is just a mess . ",0
3906,schnitzler does a fine job contrasting the sleekness of the film's present with the playful paranoia of the film's past . ,1
8269,it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script . ,0
1465,an appealingly juvenile trifle that delivers its share of laughs and smiles . ,1
10237,"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report . ",0
6011,"too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot . ",0
9945,the script feels as if it started to explore the obvious voyeuristic potential of 'hypertime' but then backed off when the producers saw the grosses for spy kids . ,0
5031,"this amiable picture talks tough , but it's all bluster -- in the end it's as sweet as greenfingers . . . ",1
3681,"despite the film's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity . ",1
163,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else . ",1
4498,'alice's adventure through the looking glass and into zombie-land' is filled with strange and wonderful creatures . ,1
229,this is one of polanski's best films . ,1
4004,i have two words to say about reign of fire . great dragons ! ,1
6268,"charming , if overly complicated . . . ",0
5768,"about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces . . . positively dreadful . ",0
9568,this movie is about the worst thing chan has done in the united states . ,0
3449,"vibrantly colored and beautifully designed , metropolis is a feast for the eyes . ",1
4085,like a less dizzily gorgeous companion to mr . wong's in the mood for love -- very much a hong kong movie despite its mainland setting . ,1
86,"together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema . ",1
5699,a high-minded snoozer . ,0
6797,"occasionally interesting but essentially unpersuasive , a footnote to a still evolving story . ",0
6569,"poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action . ",0
7660,a dreadful live-action movie . ,0
9202,"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life . ",0
10179,this 90-minute dud could pass for mike tyson's e ! true hollywood story . ,0
5522,fluffy and disposible . ,0
890,"in adobo , ethnicity is not just the spice , but at the heart of more universal concerns . ",1
10580,"it's a big idea , but the film itself is small and shriveled . ",0
7274,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0
8869,"not only does the thoroughly formulaic film represent totally exemplify middle-of-the-road mainstream , it also represents glossy hollywood at its laziest . ",0
2015,"charlotte sometimes is a brilliant movie . it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . ",1
802,"más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos . ",1
5622,avary's film never quite emerges from the shadow of ellis' book . ,0
3783,"the lightest , most breezy movie steven spielberg has made in more than a decade . and the positive change in tone here seems to have recharged him . ",1
7646,mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor . ,0
7702,mocking kung fu pictures when they were a staple of exploitation theater programming was witty . mocking them now is an exercise in pointlessness . ,0
3431,a hallmark film in an increasingly important film industry and worth the look . ,1
2374,"though it runs 163 minutes , safe conduct is anything but languorous . it's packed to bursting with incident , and with scores of characters , some fictional , some from history . ",1
3498,"quite simply , a joy to watch and--especially--to listen to . ",1
7564,"overwrought , melodramatic bodice-ripper . ",0
5255,another best of the year selection . ,1
5019,"to call this one an eventual cult classic would be an understatement , and woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest . ",1
5272,the best film of the year 2002 . ,1
5847,"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama . ",0
1774,the date movie that franz kafka would have made . ,1
9252,"a film that will be best appreciated by those willing to endure its extremely languorous rhythms , waiting for happiness is ultimately thoughtful without having much dramatic impact . ",0
7971,high crimes miscasts nearly every leading character . ,0
144,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech . ",1
